Date,Year,Type,Country,Area,Location,Activity,Injury,Species 
11/10/15,1915,Unprovoked,AUSTRALIA,Queensland,Cabbage Tree Creek; Sandgate,Bathing,Severe bite to arm,
7/15/14,1914,Unprovoked,CROATIA,Zadar County,Biograd na moru,Washing clothes,No injury; shark grabbed clothes,1.5 m [5'] shark
9/20/11,1911,Unprovoked,USA,Florida,Pensacola Bay; Escambia County,Fell overboard & swimming,FATAL,
12/25/10,1910,Invalid,CROATIA,Primorje-Gorski Kotar County,Rijeka,,FATAL?,Questionable
1/26/10,1910,Unprovoked,AUSTRALIA,New South Wales,Newcastle Harbor,,FATAL,
4/27/09,1909,Provoked,SPAIN,Andalucia,Puente Mayorga; San Roque; Cádiz,Fishing,Shark knocked him down after he grabbed it by the tail. No injury.   PROVOKED INCIDENT,
1/1/09,1909,Unprovoked,AUSTRALIA,New South Wales,Woy Woy,,Survived,
9/1/06,1906,Provoked,USA,California,Avalon; Los Angeles County,Fishing,"PROVOKED INCIDENT        No injury, shirt torn by gaffed shark",Shortfin mako shark; 175-lb
3/12/03,1903,Unprovoked,AUSTRALIA,Queensland,Logan River,Swimming,FATAL,
1898-07-14,1898,Unprovoked,YEMEN,Aden,Sapper Bay,Standing,FATAL,
1888-06-24,1888,Watercraft,AUSTRALIA,Victoria,Port Melbourne,Fishing,No injury to occupants; shark holed boat,
1886-05-06,1886,Unprovoked,NEW CALEDONIA,South Province,Noumea,Bathing,FATAL,
1885-04-16,1885,Unprovoked,,,,Swimming,FATAL,
,1871,Unprovoked,AUSTRALIA,New South Wales,Jervis Bay & Long Reef,Fishing,Feet grabbed,Wobbegongs
1863-04-01,1863,Unprovoked,AUSTRALIA,Queensland,Caloundra Heads,Launching a boat,FATAL,2 sharks
1862-06-03,1862,Unprovoked,SOUTH AFRICA,KwaZulu-Natal,Durban Harbor,,Very severe wounds,
1858-01-14,1858,Unprovoked,USA,Hawaii,,Swimming,FATAL,
1845-09-16,1845,Unprovoked,ENGLAND,,,,Leg severed,
1808-12-25,1808,Unprovoked,JAMAICA,Kingston Parish,Port Royal Harbour,Swimming,FATAL,
1776-01-01,1776,Watercraft,GREENLAND,,,,FATAL,White sharks
,1554,Unprovoked,FRANCE,Nice & Marseilles,,,,Possibly white sharks
,,Unprovoked,USA,Hawaii,Oahu,Diving,Minor laceration to hand,Galapagos shark; 6'
,,Unprovoked,SPAIN,Canary Islands,Tenerife,Skin diving,Injury required 16 stitches,
,,Unprovoked,NEW ZEALAND,North Island,Point Halsey; Wellington,,FATAL,
,,Unprovoked,BAHAMAS,Andros Islands,,,Lower leg and forearm severed,White shark; 7' to 8'
,,Unprovoked,KIRIBATI,Gilbert Islands,Nonouti,,FATAL,
,,Unprovoked,IRAN,Khuzestan Province,Ahvaz; on the Karun River,Fishing in ankle-deep water,FATAL; foot lacerated & crushed,
,,Provoked,BURMA,,,Carrying a supposedly dead shark by its mouth,4 fingers severed by 'dead' shark. PROVOKED ACCIDENT,
,,Watercraft,ITALY,Adriatic Sea,,Wooden fishing boat,"No injury to occupant, shark capsized boat",White shark
,,Unprovoked,SOUTH AFRICA,KwaZulu-Natal,Durban,Swimming in pool formed by construction of a wharf,FATAL; leg severed,
1/1/23,2023,Provoked,USA,Florida,70 miles off Pensacola,Spearishing,Knocked spear out of his hands and fin bitten,Mako shark
8/17/22,2022,Unprovoked,AUSTRALIA,New South Wales,Coffs Harbour,Kayaking,No injury; kayak bitten in half,White shark; 3 m
8/13/22,2022,Unprovoked,USA,Florida,Looe Key; Monroe County,Snorkeling,Lower left leg severely bitten; necessitating surgical amputation,Bull shark; 9'
7/19/22,2022,Unprovoked,USA,Noirth Carolina,Topsail Beach; Pender County,Surfing,Lacerations to lower leg,
11/6/21,2021,Unprovoked,AUSTRALIA,Western Australia,Port Beach; North Freemantle,Swimming,FATAL,
9/5/21,2021,Unprovoked,AUSTRALIA,New South Wales,Emerald Beach,Surfing,FATAL,White xhark
7/21/21,2021,Unprovoked,USA,California,Capitola Beach; Santa Cruz County,Surfing,No injury,
6/17/21,2021,Unprovoked,USA,Florida,Grayton Beach State Park;   Walton County,Swimming,superficial injuries:,7' to 8' shark
6/12/21,2021,Provoked,ENGLAND,West Sussex,Littlehampton,Fishing,Calf bitten by hooked shark PROVOKED INCIDENT,Tope shark; 6'
3/27/21,2021,Unprovoked,AUSTRALIA,Western Australia,Near Coral Bay,Spearfishing,Injury to calf,Whaler or bull shark; 2m
12/2/20,2020,Unprovoked,EGYPT,South Sinai,Marsa Alam,Scuba diving,Left shoulder bitten,Oceanic whitetip shark
11/23/20,2020,Unprovoked,NEW CALEDONIA,South Province,St. Vincent Bay,Snorkeling,Three 3-inch lacerations to thigh,Tiger shark; 4m
8/30/20,2020,Watercraft,AUSTRALIA,New South Wales,Forster,Fishing / Filming sharks feeding on whale carcass,Shark bit boat; no injury to occupant,White shark
8/14/20,2020,Unprovoked,AUSTRALIA,New South Wales,Shelly Beach; Port Macquarie,Surfing,Lacerations to right calf and posterior thigh,White shark; 2-to 3m
7/29/20,2020,Watercraft,AUSTRALIA,Tasmania,Tenth Island,Sightseeing,No injury to occupants; injury to shark attempting to swallow anchor,White shark; 4m
7/17/20,2020,Unprovoked,AUSTRALIA,Tasmania,Off Stanley,Fishing,Lacerations to arm; head & chest,White shark
12/21/19,2019,Unprovoked,USA,California,Santa Rosa Island; Ventura County,Surfing,Right leg bitten,
7/27/19,2019,Unprovoked,USA,Florida,New Smyrna Beach; Volusia County,Boogie boarding,Lacerations to right thigh,
7/18/19,2019,Unconfirmed,USA,Florida,Haulover Inlet; Miami-Dade County,Diving,Unknown / Unconfirmed,
3/5/19,2019,Unprovoked,USA,Oregon,Cape Kiwanda; Tillamook County,Surfing,No injury; board bitten and dented,
1/8/19,2019,Unprovoked,USA,California,Sandspit Beach; Montaña de Oro State Park,Surfing,Cuts to both lower legs,White shark; 4.6m
11/11/18,2018,Unprovoked,AUSTRALIA,Western Australia,Pyramids Beach; Mandurah,Body Boarding,Injuries to lower left leg and foot,Sandtiger shark
10/23/18,2018,Unprovoked,USA,Florida,Ponce Inlet; Volusia County,Surfing,Minor injury to toe,
4/28/18,2018,Unprovoked,AUSTRALIA,Western Australia,Gearys Beach,Surfing,No injury; knocked off board by shark,
3/9/18,2018,Unprovoked,AUSTRALIA,Victoria,Lorne,Swimming,No injury; said to have been charged by sharks several times,3.5 m shark
11/30/17,2017,Unprovoked,COSTA RICA,Cocos Island,Manuelita,Scuba diving,FATAL,Tiger shark; female
7/20/17,2017,Watercraft,USA,California,Stearns Wharf; Santa Barbara,Kayaking,No injury; kayak bitten,White shark; 11' to 13'
6/7/17,2017,Unprovoked,UNITED KINGDOM,South Devon,Bantham Beach,Surfing,Bruise to leg; cuts to hand sustained when he hit the shark,3m shark; probably a smooth hound
1/8/17,,Invalid,AUSTRALIA,Queensland,,Spearfishing,No attack; shark made a threat display,Bull shark
9/26/16,2016,Unprovoked,AUSTRALIA,New South Wales,Lighthouse Beach; Ballina,Surfing,4 deep lacerations to thigh,White shark; 3.5 m
8/29/16,2016,Unprovoked,USA,Florida,New Smyrna Beach; Volusia County,Surfing,Lacerations to right foot,Bull shark; 6'
7/23/16,2016,Unprovoked,BAHAMAS,Abaco Islands,Green Turtle Cay,Spearfishing,Lacerations to face and right leg,Bull shark; 6'
7/8/16,2016,Unprovoked,SPAIN,Canary Islands,Las Teresitas; Tenerife,Wading,5 tiny puncture marks to lower leg; treated with hydrogen peroxide,Angel shark
1/5/16,2016,Unprovoked,AUSTRALIA,Queensland,Heron Island,Wading,Laceration to right calf,Blacktip shark
10/4/15,2015,Unprovoked,USA,Florida,New Smyrna Beach; Volusia County,Surfing,Severe lacerations to left hand,Blacktip shark; 4' to 5'
8/19/15,2015,Unprovoked,USA,Florida,Jacksonville Beach; Duval County,Walking,Lacerations to right leg,3' shark
5/2/15,2015,Unprovoked,SOUTH AFRICA,Eastern Cape Province,Port St. John's,Diving,Injuries to leg; left arm & both hands,White shark; 3.5 m
7/5/14,2014,Provoked,USA,California,Manhattan Beach; Los Angeles County,Swimming,PROVOKED INCIDENT Torso bitten by shark hooked by an angler,White shark; 7'
5/10/14,2014,Invalid,USA,Florida,Bethel Shoals; Indian River County,Diving,No injury. No attack. 12' white shark appeared curious; not aggressive & departed when prodded by spear,No shark involvement
4/12/14,2014,Provoked,SOUTH AFRICA,Eastern Cape Province,Port Alfred,Fishing,Lacerations to leg & hand by hooked shark PROVOKED INCIDENT,Raggedtooth shark; 2m
12/25/13,2013,Unprovoked,NEW CALEDONIA,North Province,Lindéralique; Hienghène,Snorkeling,Leg bitten,Reported to involve a bull shark
12/11/13,2013,Unprovoked,USA,Hawaii,Ninole Bay; Hawaii County,Boogie boarding,Lacerations to right hand & knee,Tiger shark; 10' to 12'
11/30/13,2013,Unprovoked,AUSTRALIA,New South Wales,Riecks Point;  Campbell’s Beach;,Body boarding,FATAL,Tiger shark; 3m
11/23/13,2013,Unprovoked,AUSTRALIA,Western Australia,Gracetown,Surfing,FATAL,Thought to involve a white shark
9/7/13,2013,Unprovoked,USA,Florida,New Smyrna Beach;  Volusia County,Standing,Minor injury; shin bitten,3' shark
7/17/13,2013,Unprovoked,USA,Florida,Butler Beach; St Augustine;       St. Johns County,Swimming,4 cuts to posterior calf,
7/15/13,2013,Unprovoked,REUNION,Saint-Paul,Le cimetière marin,Swimming & snorkeling,FATAL,
6/14/13,2013,Unprovoked,USA,South Carolina,Myrtle Beach; Horry County,Boogie Boarding,Puncture marks to hand,4' to 5' shark
5/14/14,2013,Unprovoked,ECUADOR,Santa Cruz Island,Playa Brava; Turtle Bay,Surfing,Superficial injury to left calf,Galapagos shark
5/8/13,2013,Invalid,USA,California,Tourmaline Surf Park; San Diego County,Surfing,Shark bites were post-mortem,Invalid
9/8/12,2012,Unprovoked,USA,Florida,South Beach; Miami-Dade County,Swimming,Lacerations to right calf,
8/26/12,2012,Unprovoked,BRAZIL,Pernambuco,Coral Cove; Cabo de Santo Agostinho,Swimming,FATAL,
5/20/12,2012,Watercraft,USA,Hawaii,Iroquiois Point; Oahu,Kayak Fishing,No injury; teethmarks in kayak,Tiger shark; 8' to 9'
1/18/12,2012,Provoked,TAIWAN,Taitung,Taimali,Fishing,Bitten on left thigh     PROVOKED ACCIDENT,Blue shark; 70-kg blue shark
8/18/11,2011,Unprovoked,RUSSIA,Peter the Great Bay; Khasan; Primorsky Krai (Far East),Zheltukhin Island,Swimming,Lacerations to hip; thigh and knee,
10/25/10,2010,Provoked,AZORES,,350 miles from Faial Island,Fishing,PROVOKED INCIDENT?,
8/7/10,2010,Unprovoked,MALTA,,Off Fort St. Elmo; Valetta,Windsurfing,No injury; sail bitten,3 m shark
6/6/10,2010,Unprovoked,AUSTRALIA,Western Australia,Conspicuous Beach; near Walpole,Surfing,Severe laceration to right knee,
12/18/09,2009,Unprovoked,SOUTH AFRICA,Eastern Cape Province,Second Beach; Port St. Johns,Paddling on kneeboard,FATAL,
12/12/09,2009,Watercraft,AUSTRALIA,New South Wales,Hawks Nest Beach,Rowing,"No injury to occupants, shark bit steering oar",White shark
12/5/09,2009,Provoked,USA,New Jersey,Adventure Aquarium; Camden,Diving,Lacerations & puncture wounds to right calf & ankle when diver accidentally backed into the shark  PROVOKED INCIDENT,Sandtiger shark; 8'
9/12/09,2009,Invalid,USA,North Carolina,Corolla; Currituck County,Swimming,FATAL,Shark involvement prior to death not confirmed
7/24/09,2009,Unprovoked,USA,Texas,South Padre Island,Wading,Lacerations to anterior left lower leg,
7/22/09,2009,Unprovoked,USA,North Carolina,Holden Beach. Brunswick County,Swimming,Laceration to left foot,
11/25/08,2008,Sea Disaster,PHILIPPINES,Batanes Provine,Luzon Strait,Sinking of the cargo ship Mark Jason,Of the 20 crew; 4 were bitten by shark. None of their iinjuries were life-threatening,
7/23/08,2008,Provoked,USA,Florida,New Smyrna Beach; Volusia County,Surfing,Foot bitten after he stepped on the shark PROVOKED INCIDENT,
7/13/08,2008,Invalid,USA,North Carolina,Carolina Beach; New Hanover County,Body surfing,Bruises; abrasions and some spinal and nerve damage when collided with marine animal; possibly a shark or dolphin.,Shark involvement not confirmed
6/28/08,2008,Unprovoked,BAHAMAS,Abaco Islands,,Spearfishing,Lacerations to calf,Bull shark; 6' to 7'
5/1/08,2008,Provoked,SOUTH AFRICA,,,Fishing,Leg bitten by shark taken aboard Japanese trawler PROVOKED INCIDENT,
12/21/07,2007,Unprovoked,ECUADOR,Galapagos Islands,San Cristobal Island,Surfing,Lacerations & puncture wounds  to left thigh,3 m shark
12/10/07,2007,Unprovoked,USA,Hawaii,Waialua Bay; O'ahu,Surfing,No injury; shark bit surfboard,Tiger shark
12/9/07,2007,Unprovoked,NEW ZEALAND,South Island,Kaikoura,Surfing,No injury; shark bit surfboard & severed leash,
11/18/07,2007,Provoked,AUSTRALIA,Western Australia,In a tidal creek    5 km from Wickham,Fishing,Minor injury to finger by netted shark PROVOKED INCIDENT,reef shark
11/7/07,2007,Unprovoked,SOUTH AFRICA,Western Cape Province,The Strand,Surfing,Lacerations to feet,1.5 to 2 m shark
11/4/07,2007,Unprovoked,USA,Florida,Round Island Park; Indian River County,Surfing,Lacerations to right leg,5' shark
7/1/07,2007,Invalid,SENEGAL,,,Murder,,Questionable Incident
5/1/07,2007,Provoked,BAHAMAS,Bimini Islands,,Shark tagging,Lacerations to right upper arm by captive shark PROVOKED INCIDENT,Lemon shark; >1 m
1/1/07,2007,Unprovoked,USA,Hawaii,Majors Bay; Kaua'i,Surfing,No injury; shark removed piece of surfboard,6' to 8' shark; possibly a tiger shark
11/11/06,2006,Unprovoked,USA,Hawaii,Kihei; Maui,Swimming,Laceration to left thigh & left hand,2 m to 3 m shark
10/7/06,2006,Unprovoked,USA,Texas,Isla Blanca Park; South Padre Island,Surfing,Lacerations to lower left leg,1' to 4' shark
8/22/06,2006,Invalid,BELIZE,Ambergris Caye,Near Ramon's Village,Spearfishing,Shark involvement prior to death not confirmed,Shark involvement prior to death was not confirmed
7/13/06,2006,Invalid,SPAIN,Alicante,San Juan Beach,Swimming,Hand & wrist severely bitten,Shark involvement not confirmed; injury may have been caused by a bluefish
5/28/06,2006,Provoked,USA,Hawaii,French Frigate Shoals,Tagging sharks,No injury to occupants; boat damaged by hooked shark PROVOKED INCIDENT,Tiger shark; 15' female
9/24/05,2005,Unprovoked,AUSTRALIA,South Australia,Kangaroo Island,Surfing,Lacerations to legs,14' to 16' white shark
8/6/05,2005,Unprovoked,USA,South Carolina,Isle of Palms; Charleston County,Swimming,Puncture wounds on left foot,
7/27/05,2005,Unprovoked,USA,Florida,Off Zelda Boulevard; Daytona Beach; Volusia Countyy,Wading,Laceration on the back of left hand & toothmarks on wrist,
3/5/05,2005,Unprovoked,SOLOMON ISLANDS,Santa Isabel Province,,Diving,Thighs bitten,
9/20/04,2004,Unprovoked,USA,Oregon,Gold  Beach,Surfing,Leg bitten,White shark
6/10/04,2004,Unprovoked,USA,Florida,Daytona Beach Shores; Volusia County,Swimming,Right wrist  & left arm lacerated,1.2 m [4'] shark
3/27/04,2004,Unprovoked,REUNION,Saint-Benoît,Spot de la gare,Surfing,Right thigh bitten,2.5 m shark
3/16/04,2004,Unprovoked,USA,Hawaii,Kalihiwai Beach; Kauai,Surfing,No injury; board bitten,Tiger shark; 2.4 m to 3 m [8' to 10']
12/8/03,2003,Unprovoked,AUSTRALIA,Victoria,Collendina Beach east of Ocean Grove,Surfing amid a shoal of sharks,No inury; shark caught leash attached to surfer's ankle & towed him a short distance,
10/31/03,2003,Unprovoked,USA,Hawaii,Tunnels surf break off Makua Beach; Kaua'i,Surfing,Left arm severed below shoulder,Tiger shark; 14'
9/19/03,2003,Unprovoked,USA,Florida,Ponce Inlet; New Smyrna Beach; Volusia County,Surfing,Left heel lacerated,
9/12/03,2003,Unprovoked,SOUTH AFRICA,Western Cape Province,Near the wreck of the Kakapo off Noordhoek Beach,Body boarding,FATAL; left thigh; buttocks; back of spine; abdomen & chest bitten,White shark
4/9/03,2003,Unprovoked,USA,Florida,Melbourne Beach; Brevard County,Surfing,Arm lacerated,
9/27/02,2002,Unprovoked,USA,Hawaii,Kahala; O'ahu,Fishing from Surfboard,No injury; surfboard bitten,1.2 m [4'] blacktip shark
9/9/02,2002,Unprovoked,USA,Florida,Ponce Inlet; New Smyrna Beach; Volusia County,Boogie boarding,Bitten above & below right knee,4' to 6' shark
5/10/02,2002,Unprovoked,BRAZIL,Pernambuco,Pina; Recife,Surfing,Leg injured,
2/16/02,2002,Unprovoked,AUSTRALIA,Queensland,Sunshine Beach,Surfing,Heel / foot bitten,1.5 m [5'] whaler shark
1/30/02,2002,Unprovoked,AUSTRALIA,New South Wales,Just north of Fingal Spit,Surfing,Bruises & minor cuts,Tiger shark; 3 m [10']
8/26/01,2001,Unprovoked,USA,Florida,New Smyrna Beach; Volusia County,Boogie Boarding,Thigh & foot bitten,
5/29/01,2001,Unprovoked,USA,Texas,Galveston Island,,Survived,
4/28/01,2001,Unprovoked,USA,Florida,New Smyrna Beach; Volusia County,Boogie boarding,4 small lacerations on lower right leg,
11/21/00,2000,Unprovoked,AUSTRALIA,Queensland,Orpheus Island,Diving (shell maintenance),No injury; wetsuit & swimfin torn,Tiger shark; 4 m
,2000,Unprovoked,TANZANIA,,Coco Beach; Dar-es-Salaam,Swimming,FATAL,Thought to involve a Zambesi shark
7/4/00,2000,Unprovoked,USA,Florida,Daytona Beach; Volusia County,Wading,Left inner thigh,
11/1/99,1999,Unprovoked,MARSHALL ISLANDS,Alinglaplap Atoll,Island J4H,Swimming,Lacerations to buttocks,Grey reef shark; 1.2 m [4']
7/26/99,1999,Unprovoked,USA,Florida,Two miles off Key Colony Beach; Monroe County,Swimming with dolphins,Ankle bitten,Bull shark; 2.1 m [7']
2/23/99,1999,Unprovoked,AUSTRALIA,New South Wales,Scotts Head,Surfing,Left hand & forearm bitten; board bitten,Bronze whaler or tiger shark
10/24/98,1998,Unprovoked,USA,Florida,Jupiter Beach; Palm Beach County,Swimming,Minor lacerations on right ankle & foot,
10/18/98,1998,Unprovoked,SOUTH AFRICA,Eastern Cape Province,Glengariff,Surfing,No injury; surfboard bitten,
8/9/97,1997,Unprovoked,USA,Florida,New Smyrna Beach; Volusia County,Surfing,Lacerations to right foot,
10/9/96,1996,Unprovoked,OKINAWA,Miyako Island,Boragawa Beach,Swimming or snorkeling,FATAL,
4/13/95,1995,Unprovoked,USA,Florida,Ormond Beach; Volusia County,,Puncture wounds on right foot,
3/21/95,1995,Unprovoked,AUSTRALIA,New South Wales,Clark Island; Sydney Harbour,Surf skiing,No injury; knocked off board by shark,
12/11/94,1994,Unprovoked,BRAZIL,Pernambuco,Paiva,Surfing,Right thigh bitten,
8/22/94,1994,Unprovoked,JAPAN,Kagoshima Prefecture,Tatsugo-cho,,Survived,
3/23/94,1994,Unprovoked,CHILE,,300 miles East of Easter Island,Swimming alongside NOAA research vessel Discoverer,Thigh bitten,3.6 m [11'9] white shark
1/31/94,1994,Unprovoked,USA,Hawaii,Velzyland; north shore of O'ahu,Surfing,FATAL,Tiger shark
8/19/93,1993,Unprovoked,USA,Florida,Bethune Beach; Volusia County,Surfing,Right foot bitten,
4/1/93,1993,Invalid,AUSTRALIA,Tasmania,Barren Joey Island,Spearfishing,No injury,Invalid
,1993,Unprovoked,ANGOLA,West Africa,,Surfing,Right Leg bitten,3 m [10'] white shark
4/7/90,1990,Unprovoked,AUSTRALIA,Queensland,Fingal Beach,Surfing,No injury; board broken in two,3 m shark
11/12/89,1989,Invalid,USA,Hawaii,Ehukai Beach Park; Sunset Beach; O'ahu,Wading; knocked down & swept away by large waves,Lower porton of body recovered 3 days later. Note: rare sighting of shark made at same beach on 11-5-1989,Shark involvement prior to death was not confirmed
9/9/89,1989,Unprovoked,USA,California,Southeast Farallon Island; Farallon Islands,Hookah diving for abalone (descending),Leg bitten,4 m to 5 m [13' to 16.5']  white shark
6/1/89,1989,Invalid,JAPAN,Sea of Japan,,,Doubtful incident; needs investigation,
11/8/88,1988,Sea Disaster,AUSTRALIA,Queensland,Off North Keppel Island; off Yeppoon,The Christie V sank on 11/6/1988; survivors were adrift on a dinghy,FATAL  When James Coucom; the lone survivor; was rescued; 2 sharks were pounding on the dinghy,
